id_emp,codigo,protocolo,empreendimento,tipo,situacao,potencia_mw,rio,municipio,lat_barragem,lon_barragem,lat_casa_forca,lon_casa_forca,lat_barragem_original,lon_barragem_original,lat_barragem_conferida,lon_barragem_conferida,coordenada_status,status_barragem,status_casa_forca,fase_verificada,grau_confianca,observacao,data_conferencia,origem_conferencia,prioridade_siga,siga_fase,siga_nome,chave_local
1367,,141246909,PCH RECOMEÇO,PCH,DEFERIDO,,TORMENTA,CATANDUVAS / CASCAVEL,-25.266899,-53.2708,,-53.2708,-25.266899,-53.2708,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Recomeço: terreno florestal com drenagem no marcador, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-25.2669,-53.2708"
1368,,141246968,PCH RECOMEÇO,PCH,DEFERIDO,,TORMENTA,CATANDUVAS / CASCAVEL,-25.266899,-53.2708,,-53.2708,-25.266899,-53.2708,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Recomeço: terreno florestal com drenagem no marcador, sem barragem. PCH não construída.",2026-06-21,propagado:#1367,3,,,"-25.2669,-53.2708"
1369,,218563791,PCH RESISTÊNCIA,PCH,PROTOCOLADO,5.4,VERDE,ASSIS CHATEAUBRIAND / JESUÍTAS,-24.298888,-53.464166,,,-24.298888,-53.464166,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Resistência: pequeno rio/drenagem natural no marcador (lavoura), sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-24.2989,-53.4642"
1370,,245657374,PCH RIBEIRÃO,PCH,PROTOCOLADO,5.15,DAS CINZAS,BANDEIRANTES / ITAMBARACÁ,-23.059809,-50.387856,,,-23.059809,-50.387856,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Ribeirão: rio natural (meandro) no marcador, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-23.0598,-50.3879"
1371,,72453603,PCH RIBEIRÃO BONITO,PCH,DEFERIDO,6.1,TURVO,DOUTOR ULYSSES / CERRO AZUL,-24.758336,-49.335346,,-49.335346,-24.758336,-49.335346,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"ANEEL=construção não iniciada (prio-2) e sem evidência de obra/operação em busca documental (2ª passada). PCH Ribeirão Bonito (Rio Turvo, Doutor Ulysses/Cerro Azul). Pendente→Não construído (reavaliar se houver inauguração recente).",2026-06-26,direta,2,Construção não iniciada,Ribeirão Bonito,"-24.7583,-49.3353"
1372,,130338909,PCH RIBEIRÃO BONITO,PCH,PROTOCOLADO,6.3,TURVO,DOUTOR ULYSSES / CERRO AZUL,-24.758336,-49.335346,,-49.335346,-24.758336,-49.335346,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"ANEEL=construção não iniciada (prio-2) e sem evidência de obra/operação em busca documental (2ª passada). PCH Ribeirão Bonito (Rio Turvo, Doutor Ulysses/Cerro Azul). Pendente→Não construído (reavaliar se houver inauguração recente). [propagado de #1371, mesma usina/chave_local]",2026-06-26,direta,2,Construção não iniciada,Ribeirão Bonito,"-24.7583,-49.3353"
1373,,245418060,PCH RIBEIRÃO DO PINHAL,PCH,PROTOCOLADO,7,LARANJINHA,NOVA FÁTIMA / RIBEIRÃO DO PINHAL,-23.374371,-50.454758,-23.36019,-50.456656,-23.374371,-50.454758,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Ribeirão do Pinhal: terreno florestal/agrícola com drenagem no marcador, sem barragem. PCH não construída; casa de força -23.360190,-50.456656.",2026-06-21,direta,3,,,"-23.3744,-50.4548"
1374,,78402644,PCH RIO DO FORNO,PCH,ARQUIVADO,8.88,PIQUIRI,GOIOXIM / SANTA MARIA DO OESTE,-25.002009,-51.986565,,-51.986565,-25.002009,-51.986565,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Rio do Forno: terreno agrícola/florestal com drenagem, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-25.002,-51.9866"
1375,,79483931,PCH RIO DO FORNO,PCH,ARQUIVADO,8.8,PIQUIRI,GOIOXIM / SANTA MARIA DO OESTE,-25.002009,-51.986565,,-51.986565,-25.002009,-51.986565,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Rio do Forno: terreno agrícola/florestal com drenagem, sem barragem. PCH não construída.",2026-06-21,propagado:#1374,3,,,"-25.002,-51.9866"
1376,,185732711,PCH RIO DOS ÍNDIOS,PCH,DEFERIDO,9.5,DOS ÍNDIOS,INDIANÓPOLIS / SÃO TOMÉ,-23.480945,-52.618405,-23.459586,-52.619508,-23.480945,-52.618405,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Rio dos Índios: terreno agrícola/florestal com drenagem no marcador, sem barragem. PCH não construída; casa de força -23.459586,-52.619508.",2026-06-21,direta,3,,,"-23.4809,-52.6184"
1377,,88325982,PCH RIO DOS ÍNDIOS,PCH,DEFERIDO,8.3,DOS ÍNDIOS,SÃO TOMÉ / INDIANÓPOLIS,-23.479783,-52.618006,,-52.618006,-23.479783,-52.618006,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Rio dos Índios (= #1376, mesma área): terreno agrícola/florestal com drenagem, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-23.4798,-52.618"
1378,,121777770,PCH RIO DOS ÍNDIOS,PCH,INDEFERIDO,7,DOS ÍNDIOS,INDIANÓPOLIS/ JAPURÁ / SÃO TOMÉ,-23.479783,-52.618006,,-52.618006,-23.479783,-52.618006,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Rio dos Índios (= #1376, mesma área): terreno agrícola/florestal com drenagem, sem barragem. PCH não construída.",2026-06-21,propagado:#1377,3,,,"-23.4798,-52.618"
1379,,117156109,PCH RIO VITORINO,PCH,DEFERIDO,5.26,VITORINO,ITAPEJARA D'OESTE,-25.997081,-52.785434,,,-25.997075,-52.785669,-25.997081,-52.785434,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Rio Vitorino: barramento/estrutura no marcador + complexo agroindustrial a oeste (em operação, ANEEL). Mesma usina do #1490.",2026-06-21,direta,0,Operação,Vitorino,"-25.9971,-52.7857"
1380,,135823317,PCH RIO VITORINO,PCH,DEFERIDO,5.26,VITORINO,ITAPEJARA D'OESTE,-25.997081,-52.785434,,-52.785669,-25.997075,-52.785669,-25.997081,-52.785434,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Rio Vitorino: barramento/estrutura no marcador + complexo agroindustrial a oeste (em operação, ANEEL). Mesma usina do #1490.",2026-06-21,propagado:#1379,0,Operação,Vitorino,"-25.9971,-52.7857"
1381,,156306380,PCH RIO VITORINO,PCH,DEFERIDO,5.26,VITORINO,ITAPEJARA D'OESTE,-25.997081,-52.785434,,-52.785669,-25.997075,-52.785669,-25.997081,-52.785434,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Rio Vitorino: barramento/estrutura no marcador + complexo agroindustrial a oeste (em operação, ANEEL). Mesma usina do #1490.",2026-06-21,propagado:#1379,0,Operação,Vitorino,"-25.9971,-52.7857"
1382,,203538421,PCH RIO VITORINO,PCH,EM ANALISE,5.001,VITORINO,ITAPEJARA D'OESTE,-25.997081,-52.785434,,-52.785669,-25.997075,-52.785669,-25.997081,-52.785434,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Rio Vitorino: barramento/estrutura no marcador + complexo agroindustrial a oeste (em operação, ANEEL). Mesma usina do #1490.",2026-06-21,propagado:#1379,0,Operação,Vitorino,"-25.9971,-52.7857"
1383,,221647777,PCH SAFIRA,PCH,DEFERIDO,28,CHOPIM,HONÓRIO SERPA / CLEVELÂNDIA,-26.174646,-52.52682,,,-26.174646,-52.52682,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"Confirmação DOCUMENTAL (2ª passada; sem visual nesta passada por limite de gastos — recomenda-se conferir rio livre no GEP). PCH Safira (28 MW, Rio Chopim, Honório Serpa/Clevelândia): projeto da cascata do alto Chopim (Res. 875/2020), sem SIGA e sem notícia de operação. prio-3. Pendente→Não construído.",2026-06-26,direta,3,,,"-26.1746,-52.5268"
1384,,141247026,PCH SALTINHO,PCH,DEFERIDO,,SANTANA,CRUZ MACHADO,-22.931599,-51.347999,,-51.347999,-22.931599,-51.347999,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Saltinho (-22.93,-51.35): rio/drenagem natural no marcador (lavoura com pivôs), sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-22.9316,-51.348"
1385,,25.100.265-7,PCH SALTINHO,PCH,DEFERIDO,5.7,SANTANA,CRUZ MACHADO,-25.92975,-51.349187,,,-25.92975,-51.349187,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Saltinho (= #1386, mesma coord): terreno florestal/agrícola com drenagem, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-25.9297,-51.3492"
1386,,143602001,PCH SALTINHO,PCH,ARQUIVADO,6.97,SANTANA,CRUZ MACHADO,-25.931666,-51.348055,,-51.348055,-25.931666,-51.348055,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Saltinho: terreno florestal/agrícola, drenagem a oeste, sem barragem no marcador. PCH não construída.",2026-06-21,direta,3,,,"-25.9317,-51.3481"
1387,,49493509,PCH SALTO ALEMÃ,PCH,ARQUIVADO,28.5,CHOPIM,HONÓRIO SERPA/ PATO BRANCO/ CORONEL VIVIDA,-26.068542,-52.589795,,-52.597779,-26.075837,-52.597779,-26.068542,-52.589795,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Alemã (etiqueta GEP 'CGH Salto da Alemoa - Bem Energia'): barramento visível no Rio Chopim no marcador (coord ANEEL). Casa de força junto ao barramento — a pinar.,2026-06-21,propagado:#1388,0,Operação,Salto da Alemoa,"-26.0758,-52.5978"
1388,,154241116,PCH SALTO ALEMÃ,PCH,EM ANALISE,29.8,CHOPIM,HONÓRIO SERPA/ PATO BRANCO/ CORONEL VIVIDA,-26.068542,-52.589795,,,-26.075837,-52.597779,-26.068542,-52.589795,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Alemã (etiqueta GEP 'CGH Salto da Alemoa - Bem Energia'): barramento visível no Rio Chopim no marcador (coord ANEEL). Casa de força junto ao barramento — a pinar.,2026-06-21,direta,0,Operação,Salto da Alemoa,"-26.0758,-52.5978"
1389,,77264191,PCH SALTO CURUCACA I,PCH,DEFERIDO,8.8,JORDÃO,GUARAPUAVA / CANDÓI,-25.53304,-51.815316,,-51.815316,-25.53304,-51.815316,-25.53304,-51.815316,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Curucaca II: etiqueta GEP 'Salto curucaca' + Rio Jordão; barramento e reservatório visíveis no marcador. Casa de força a pinar.,2026-06-19,propagado:#1392,0,Operação,Salto Curucaca (Antiga Salto Curucaca II),"-25.533,-51.8153"
1390,,136735438,PCH SALTO CURUCACA I,PCH,DEFERIDO,8.8,JORDÃO,GUARAPUAVA / CANDÓI,-25.53304,-51.815316,,-51.815316,-25.53304,-51.815316,-25.53304,-51.815316,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Curucaca II: etiqueta GEP 'Salto curucaca' + Rio Jordão; barramento e reservatório visíveis no marcador. Casa de força a pinar.,2026-06-19,propagado:#1392,0,Operação,Salto Curucaca (Antiga Salto Curucaca II),"-25.533,-51.8153"
1391,,150054753,PCH SALTO CURUCACA I,PCH,DEFERIDO,8.8,JORDÃO,GUARAPUAVA / CANDÓI,-25.53304,-51.815316,,-51.815316,-25.53304,-51.815316,-25.53304,-51.815316,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Curucaca II: etiqueta GEP 'Salto curucaca' + Rio Jordão; barramento e reservatório visíveis no marcador. Casa de força a pinar.,2026-06-19,propagado:#1392,0,Operação,Salto Curucaca (Antiga Salto Curucaca II),"-25.533,-51.8153"
1392,,74094945,PCH SALTO CURUCACA II,PCH,DEFERIDO,29.6,JORDÃO,GUARAPUAVA / CANDÓI,-25.53304,-51.815316,,-51.815316,-25.53304,-51.815316,-25.53304,-51.815316,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Curucaca II: etiqueta GEP 'Salto curucaca' + Rio Jordão; barramento e reservatório visíveis no marcador. Casa de força a pinar.,2026-06-20,direta,0,Operação,Salto Curucaca (Antiga Salto Curucaca II),"-25.533,-51.8153"
1393,,79834726,PCH SALTO CURUCACA II,PCH,DEFERIDO,29.6,JORDÃO,GUARAPUAVA / CANDÓI,-25.53304,-51.815316,,-51.815316,-25.53304,-51.815316,-25.53304,-51.815316,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Curucaca II: etiqueta GEP 'Salto curucaca' + Rio Jordão; barramento e reservatório visíveis no marcador. Casa de força a pinar.,2026-06-19,propagado:#1392,0,Operação,Salto Curucaca (Antiga Salto Curucaca II),"-25.533,-51.8153"
1394,,131708360,PCH SALTO CURUCACA II,PCH,DEFERIDO,29.6,JORDÃO,GUARAPUAVA / CANDÓI,-25.53304,-51.815316,,-51.815316,-25.53304,-51.815316,-25.53304,-51.815316,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Curucaca II: etiqueta GEP 'Salto curucaca' + Rio Jordão; barramento e reservatório visíveis no marcador. Casa de força a pinar.,2026-06-19,propagado:#1392,0,Operação,Salto Curucaca (Antiga Salto Curucaca II),"-25.533,-51.8153"
1395,,139517954,PCH SALTO CURUCACA II,PCH,DEFERIDO,29.6,JORDÃO,GUARAPUAVA / CANDÓI,-25.53304,-51.815316,,-51.815316,-25.53304,-51.815316,-25.53304,-51.815316,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Curucaca II: etiqueta GEP 'Salto curucaca' + Rio Jordão; barramento e reservatório visíveis no marcador. Casa de força a pinar.,2026-06-19,propagado:#1392,0,Operação,Salto Curucaca (Antiga Salto Curucaca II),"-25.533,-51.8153"
1396,,136445227,PCH SALTO DA BARRA,PCH,PROTOCOLADO,9,BUTIÁ,MANGUEIRINHA / CORONEL DOMINGOS SOARES,-26.011171,-52.097748,-25.987092,-52.081442,-26.011171,-52.097748,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Salto da Barra: rio natural no marcador (edificação rural a NW, sem barramento), sem barragem. PCH não construída; casa de força -25.987092,-52.081442.",2026-06-21,direta,3,,,"-26.0112,-52.0977"
1397,,47523893,PCH SALTO DO JARDIM,PCH,DEFERIDO,16,JANGADA,PORTO VITÓRIA/ GENERAL CARNEIRO,-26.248011,-51.280582,,-51.280581,-26.24801,-51.280581,-26.248011,-51.280582,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Salto do Jardim: etiqueta GEP 'Cachoeira Usina do Domit' no marcador (em operação, ANEEL). Casa de força a pinar.",2026-06-21,direta,0,Operação,Salto do Jardim,"-26.248,-51.2806"
1398,,81661669,PCH SALTO DO JARDIM,PCH,ARQUIVADO,16,JANGADA,PORTO VITÓRIA/ GENERAL CARNEIRO,-26.248011,-51.280582,,-51.280581,-26.24801,-51.280581,-26.248011,-51.280582,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Salto do Jardim: etiqueta GEP 'Cachoeira Usina do Domit' no marcador (em operação, ANEEL). Casa de força a pinar.",2026-06-21,propagado:#1397,0,Operação,Salto do Jardim,"-26.248,-51.2806"
1399,,72679695,PCH SALTO DO JARDIM MONTANTE,PCH,PROTOCOLADO,16.2,JANGADA,PORTO VITÓRIA/ GENERAL CARNEIRO/ BITURUNA,-26.248011,-51.280582,,-51.268,-26.24303,-51.267826,-26.248011,-51.280582,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto do Jardim Montante: mesma coord do #1397 (Cachoeira Usina do Domit); em operação (ANEEL). Casa de força a pinar.,2026-06-21,direta,0,Operação,Salto do Jardim,"-26.243,-51.2678"
1400,,183341960,PCH SALTO GRANDE,PCH,DEFERIDO,10,PIRAPÓ,"CRUZEIRO DO SUL, LOBATO, UNIFLOR",-23.021645,-52.035551,-25.9803,-52.739193,-23.021645,-52.035551,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Salto Grande (-23.02,-52.04): rio natural (meandro) no marcador, sem barragem. PCH não construída (coord casa de força garbage). Co-localizada com #1406.",2026-06-21,direta,3,,,"-23.0216,-52.0356"
1401,,78402601,PCH SALTO GRANDE,PCH,ARQUIVADO,30,PIQUIRI,PALMITAL/ MARQUINHO,-25.006142,-52.263958,-25.9803,-52.739193,-25.006142,-52.263958,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Salto Grande: rio natural no marcador, sem barragem. PCH não construída (coord casa de força garbage -25.98,-52.74).",2026-06-21,direta,3,,,"-25.0061,-52.264"
1402,,79122629,PCH SALTO GRANDE,PCH,DEFERIDO,10,PIRAPÓ,LOBATO/ CRUZEIRO DO SUL,-25.006142,-52.263958,-25.9803,-52.739193,-25.006142,-52.263958,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Salto Grande: rio natural no marcador, sem barragem. PCH não construída (coord casa de força garbage -25.98,-52.74).",2026-06-21,propagado:#1401,3,,,"-25.0061,-52.264"
1403,,79483940,PCH SALTO GRANDE,PCH,ARQUIVADO,30,PIQUIRI,PALMITAL/ MARQUINHO,-25.006142,-52.263958,-25.9803,-52.739193,-25.006142,-52.263958,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Salto Grande: rio natural no marcador, sem barragem. PCH não construída (coord casa de força garbage -25.98,-52.74).",2026-06-21,propagado:#1401,3,,,"-25.0061,-52.264"
1404,,133697020,PCH SALTO GRANDE,PCH,ARQUIVADO,5.2,PIRAPÓ,LOBATO/ CRUZEIRO DO SUL,-25.006142,-52.263958,-25.9803,-52.739193,-25.006142,-52.263958,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Salto Grande: rio natural no marcador, sem barragem. PCH não construída (coord casa de força garbage -25.98,-52.74).",2026-06-21,propagado:#1401,3,,,"-25.0061,-52.264"
1405,,139234030,PCH SALTO GRANDE,PCH,ARQUIVADO,10,PIRAPÓ,LOBATO/ CRUZEIRO DO SUL / UNIFLOR,-25.006142,-52.263958,-25.9803,-52.739193,-25.006142,-52.263958,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Salto Grande: rio natural no marcador, sem barragem. PCH não construída (coord casa de força garbage -25.98,-52.74).",2026-06-21,propagado:#1401,3,,,"-25.0061,-52.264"
1406,,201558085,PCH SALTO GRANDE,PCH,PROTOCOLADO,10,PIRAPÓ,CRUZEIRO DO SUL/LOBATO,-23.021804,-52.036048,-25.9803,-52.739193,-23.021804,-52.036048,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Salto Grande (2º registro, = #1400): mesma coord, rio natural sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-23.0218,-52.036"
1407,,96058829,PCH SALTO MAUÁ (GETÚLIO VARGAS),PCH,DEFERIDO,16.9295,TIBAGI,TELÊMACO BORBA,-24.058889,-50.710833,,-50.709697,-24.057183,-50.709697,-24.058889,-50.710833,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Mauá: co-localizada com a UHE Mauá (etiqueta GEP 'Barragem da UHE de Mauá' adjacente) no Rio Tibagi/Salto Mauá. Mesmo sítio do empreendimento #1532.,2026-06-21,direta,0,Operação,Salto Mauá,"-24.0572,-50.7097"
1408,,79116548,PCH SALTO MAUÁ (GETÚLIO VARGAS),PCH,DEFERIDO,16.9295,TIBAGI,TELÊMACO BORBA,-24.058889,-50.710833,,-50.709697,-24.057183,-50.709697,-24.058889,-50.710833,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Mauá: co-localizada com a UHE Mauá (etiqueta GEP 'Barragem da UHE de Mauá' adjacente) no Rio Tibagi/Salto Mauá. Mesmo sítio do empreendimento #1532.,2026-06-21,propagado:#1407,0,Operação,Salto Mauá,"-24.0572,-50.7097"
1409,,166430410,PCH SALTO MAUÁ (GETÚLIO VARGAS),PCH,EM ANALISE,16.9295,TIBAGI,TELÊMACO BORBA,-24.058889,-50.710833,,-50.709697,-24.057183,-50.709697,-24.058889,-50.710833,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,PCH Salto Mauá: co-localizada com a UHE Mauá (etiqueta GEP 'Barragem da UHE de Mauá' adjacente) no Rio Tibagi/Salto Mauá. Mesmo sítio do empreendimento #1532.,2026-06-21,propagado:#1407,0,Operação,Salto Mauá,"-24.0572,-50.7097"
1410,,28920326,PCH SALTO NATAL,PCH,ARQUIVADO,14,MOURÃO,CAMPO MOURÃO,-24.087222,-52.300325,,-52.291678,-24.087222,-52.300325,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Salto Natal (2ª passada, img 5/31/2025): reservatório amplo dendrítico + barramento/travessia retilínea no marcador (eixo). PCH conhecida (região de Campo Mourão) operando. ANEEL=operação. Pendente→Validado.",2026-06-26,direta,0,Operação,Salto Natal,"-24.0872,-52.3003"
